1.0	    2.6435
1.0	    2.9319
1.0	    3.0942
1.0	    3.1128
1.0	    3.6829
1.0	    3.8394
1.0	    3.8453
1.0	    3.8603
1.0	    4.0313
1.0	    4.5785
1.0	    4.8142
1.0	    5.7705
1.0	    7.3908
1.0	    8.0578
1.0	    8.0706
1.0	    8.6164
1.0	    8.7243
1.0	   11.3263
1.0	   11.6708
1.0	   11.9734
1.0	   12.3907
1.0	   12.4985
1.0	   12.7642
1.0	   12.8600
1.0	   13.5456
1.0	   13.5478
1.0	   13.8088
1.0	   15.8053
1.0	   16.2627
1.0	   16.2805
1.0	   16.4327
1.0	   16.5810
1.0	   16.7124
1.0	   16.8230
1.0	   16.9280
1.0	   16.9451
1.0	   17.0168
1.0	   17.1257
1.0	   17.2590
1.0	   17.3570
1.0	   17.4257
1.0	   17.8259
1.0	   18.1592
1.0	   19.3071
1.0	   19.5804
1.0	   19.7515
1.0	   20.1518
1.0	   20.1574
1.0	   20.2393
1.0	   20.3443
1.0	   20.3885
1.0	   21.1103
1.0	   21.4049
1.0	   21.7638
1.0	   22.0304
1.0	   22.7296
1.0	   23.1855
1.0	   24.0535
1.0	   24.8535
1.0	   24.9714
1.0	   25.2342
1.0	   25.4041
1.0	   25.4072
1.0	   26.3204
1.0	   26.5628
1.0	   26.5966
1.0	   27.1320
1.0	   27.4856
1.0	   27.5470
1.0	   27.6619
1.0	   27.6905
1.0	   27.7898
1.0	   28.3714
1.0	   28.3865
1.0	   28.5363
1.0	   28.6211
1.0	   28.6308
1.0	   28.6362
1.0	   28.7842
1.0	   29.0828
1.0	   29.3118
1.0	   29.4243
1.0	   29.4519
1.0	   29.4592
1.0	   30.4047
1.0	   30.5935
1.0	   32.2786
1.0	   33.4159
1.0	   33.5814
1.0	   33.8473
1.0	   34.2239
1.0	   34.2711
1.0	   34.2778
1.0	   34.7667
1.0	   34.8563
1.0	   34.8930
1.0	   35.0564
1.0	   36.2875
1.0	   36.8664
1.0	   37.9052
1.0	   37.9323
1.0	   38.0393
1.0	   38.0609
1.0	   38.2346
1.0	   38.3229
1.0	   38.4855
1.0	   38.8135
1.0	   38.8689
1.0	   38.9583
1.0	   39.0829
1.0	   41.9289
1.0	   42.3340
1.0	   42.8448
1.0	   43.1856
1.0	   43.4998
1.0	   45.1738
1.0	   45.9080
1.0	   46.1083
1.0	   46.9425
1.0	   47.8858
1.0	   49.1656
1.0	   49.6570
1.0	   49.7404
1.0	   50.0991
1.0	   50.3047
1.0	   50.3833
1.0	   50.7164
1.0	   51.2199
1.0	   52.4320
1.0	   53.0559
1.0	   53.0918
1.0	   53.5230
1.0	   53.9416
1.0	   54.0980
1.0	   54.1388
1.0	   54.3879
1.0	   54.5364
1.0	   54.5635
1.0	   54.6269
1.0	   54.6697
1.0	   54.6871
1.0	   54.8177
1.0	   54.9015
1.0	   55.4055
1.0	   55.4349
1.0	   57.7642
1.0	   58.2716
1.0	   61.7953
1.0	   61.9624
1.0	   62.0022
1.0	   62.3876
1.0	   62.8681
1.0	   62.9788
1.0	   63.0592
1.0	   63.2867
1.0	   64.1536
1.0	   64.2931
1.0	   64.7480
1.0	   66.2183
1.0	   66.7814
1.0	   67.5432
1.0	   69.9207
1.0	   69.9683
1.0	   71.3230
1.0	   71.5212
1.0	   71.7299
1.0	   71.8854
1.0	   72.1084
1.0	   72.1550
1.0	   72.6177
1.0	   75.3328
1.0	   75.7325
1.0	   75.8947
1.0	   76.8346
1.0	   79.3868
1.0	   79.4363
1.0	   80.0382
1.0	   80.8480
1.0	   80.9533
1.0	   81.1979
1.0	   81.5592
1.0	   82.3970
1.0	   83.0504
1.0	   83.4563
1.0	   84.2958
1.0	   84.3861
1.0	   85.3207
1.0	   87.5788
1.0	   88.5593
1.0	   88.9436
1.0	   89.5401
1.0	   89.7086
1.0	   89.9662
1.0	   92.6581
1.0	   92.6917
1.0	   93.5956
1.0	   93.6978
1.0	   93.8746
1.0	   93.8830
1.0	   94.0184
1.0	   94.0829
1.0	   94.1458
1.0	   94.3099
1.0	   94.5082
1.0	   94.7797
1.0	   94.9115
1.0	   95.0019
1.0	   95.0162
1.0	   95.1077
1.0	   95.3379
1.0	   95.5942
1.0	   95.6046
1.0	   95.6893
1.0	   95.7127
1.0	   95.7938
1.0	   97.9798
1.0	   98.8076
1.0	   99.6743
1.0	   99.9421
1.0	  100.0457
1.0	  100.0850
1.0	  100.2793
1.0	  100.2883
1.0	  100.3681
1.0	  100.4389
1.0	  100.5482
1.0	  100.7774
1.0	  100.8588
1.0	  102.3944
1.0	  104.1164
1.0	  104.3239
1.0	  104.4447
1.0	  104.5527
1.0	  104.5799
1.0	  104.9064
1.0	  105.4163
1.0	  105.5644
1.0	  105.6076
1.0	  105.9310
1.0	  106.9509
1.0	  107.5729
1.0	  107.6641
1.0	  107.9772
1.0	  108.2981
1.0	  108.8477
1.0	  109.4665
1.0	  109.5693
1.0	  109.5916
1.0	  109.7096
1.0	  110.0835
1.0	  111.2742
1.0	  112.8403
1.0	  112.8970
1.0	  112.9942
1.0	  113.3741
1.0	  113.6034
1.0	  113.7669
1.0	  113.8752
1.0	  114.0354
1.0	  114.0428
1.0	  114.2412
1.0	  115.9620
1.0	  116.5793
1.0	  116.7354
1.0	  117.3062
1.0	  117.5689
1.0	  117.7463
1.0	  117.7776
1.0	  118.2856
2.0	    0.0790
2.0	    0.1741
2.0	    0.4309
2.0	    0.6949
2.0	    0.8612
2.0	    0.9872
2.0	    1.3632
2.0	    1.6719
2.0	    1.7661
2.0	    1.8751
2.0	    2.3647
2.0	    2.9076
2.0	    3.0822
2.0	    3.2767
2.0	    3.4127
2.0	    3.5427
2.0	    3.6266
2.0	    3.8183
2.0	    3.9201
2.0	    3.9838
2.0	    4.0121
2.0	    4.0741
2.0	    4.1220
2.0	    4.1645
2.0	    4.1815
2.0	    4.2449
2.0	    4.2650
2.0	    4.5157
2.0	    4.7270
2.0	    4.9338
2.0	    5.0540
2.0	    5.1411
2.0	    5.2159
2.0	    5.4271
2.0	    5.5948
2.0	    5.7355
2.0	    5.9282
2.0	    6.0097
2.0	    6.1028
2.0	    6.1693
2.0	    6.2428
2.0	    6.5328
2.0	    6.6562
2.0	    6.9398
2.0	    7.1189
2.0	    7.2086
2.0	    7.2573
2.0	    7.3552
2.0	    7.4308
2.0	    7.4687
2.0	    7.5579
2.0	    7.6754
2.0	    7.7396
2.0	    7.8221
2.0	    7.9196
2.0	    8.0210
2.0	    8.3858
2.0	    8.6480
2.0	    8.8324
2.0	    8.9163
2.0	    9.0159
2.0	    9.1982
2.0	    9.3437
2.0	    9.4729
2.0	    9.5353
2.0	    9.6695
2.0	    9.7695
2.0	    9.8437
2.0	    9.9267
2.0	   10.0264
2.0	   10.1464
2.0	   10.3807
2.0	   10.8855
2.0	   11.0174
2.0	   11.5227
2.0	   11.6921
2.0	   11.8918
2.0	   12.1138
2.0	   12.3298
2.0	   12.4513
2.0	   12.6202
2.0	   12.7686
2.0	   12.9379
2.0	   13.2312
2.0	   13.3585
2.0	   13.4834
2.0	   13.6355
2.0	   13.7820
2.0	   13.9113
2.0	   14.0200
2.0	   14.1566
2.0	   14.1990
2.0	   14.2493
2.0	   14.5764
2.0	   15.1594
2.0	   15.2692
2.0	   15.3343
2.0	   15.4847
2.0	   15.6843
2.0	   15.7530
2.0	   15.7913
2.0	   15.9409
2.0	   16.0328
2.0	   16.0714
2.0	   16.1179
2.0	   16.2260
2.0	   16.2789
2.0	   17.1748
2.0	   17.3649
2.0	   17.5408
2.0	   17.6649
2.0	   17.8312
2.0	   18.0126
2.0	   18.1700
2.0	   18.2362
2.0	   18.3944
2.0	   18.4650
2.0	   18.5157
2.0	   18.5541
2.0	   18.6141
2.0	   18.6639
2.0	   18.7116
2.0	   18.9858
2.0	   19.2651
2.0	   19.3360
2.0	   19.5115
2.0	   19.8132
2.0	   20.1875
2.0	   20.3524
2.0	   20.4160
2.0	   20.5220
2.0	   20.5460
2.0	   20.5800
2.0	   20.6226
2.0	   20.7137
2.0	   20.7498
2.0	   20.7916
2.0	   20.8408
2.0	   20.9144
2.0	   20.9658
2.0	   21.4148
2.0	   21.5719
2.0	   21.7251
2.0	   21.8673
2.0	   22.1912
2.0	   22.3930
2.0	   22.5145
2.0	   22.6403
2.0	   22.6973
2.0	   22.7406
2.0	   22.8138
2.0	   23.1053
2.0	   23.6060
2.0	   23.7444
2.0	   23.9206
2.0	   24.0781
2.0	   24.1818
2.0	   25.2196
2.0	   25.3886
2.0	   25.5090
2.0	   25.7310
2.0	   25.9230
2.0	   25.9671
2.0	   26.0660
2.0	   26.1291
2.0	   26.2220
2.0	   26.2791
2.0	   26.3797
2.0	   26.4867
2.0	   26.6331
2.0	   26.7044
2.0	   26.9238
2.0	   27.4016
2.0	   27.5968
2.0	   27.7661
2.0	   27.9901
2.0	   28.2004
2.0	   28.3311
2.0	   28.4638
2.0	   28.5141
2.0	   28.5384
2.0	   28.5771
2.0	   28.6534
2.0	   28.7509
2.0	   28.8927
2.0	   29.0144
2.0	   29.0881
2.0	   29.3782
2.0	   29.5378
2.0	   29.6739
2.0	   29.7872
2.0	   29.9056
2.0	   30.0395
2.0	   30.1449
2.0	   30.1856
2.0	   30.2584
2.0	   30.3790
2.0	   30.5816
2.0	   30.6783
2.0	   30.7050
2.0	   30.8490
2.0	   30.9526
2.0	   31.0122
2.0	   31.1307
2.0	   31.3152
2.0	   31.4293
2.0	   31.8014
2.0	   31.9115
2.0	   32.0726
2.0	   32.3378
2.0	   32.4058
2.0	   32.4822
2.0	   32.6237
2.0	   32.7390
2.0	   32.8853
2.0	   33.6521
2.0	   33.7178
2.0	   33.8337
2.0	   33.8579
2.0	   34.3471
2.0	   34.6075
2.0	   35.1724
2.0	   35.3386
2.0	   35.5930
2.0	   35.9831
2.0	   36.0645
2.0	   36.2497
2.0	   36.3124
2.0	   36.3606
2.0	   36.6558
2.0	   36.7200
2.0	   36.8195
2.0	   36.8848
2.0	   37.0715
2.0	   37.1930
2.0	   37.2341
2.0	   37.3567
2.0	   37.3994
2.0	   37.4227
2.0	   37.4542
2.0	   37.5253
2.0	   37.5416
2.0	   37.5496
2.0	   37.5880
2.0	   37.6089
2.0	   37.6742
2.0	   37.7379
2.0	   37.7476
2.0	   37.7610
2.0	   37.9170
2.0	   38.0413
2.0	   38.1356
2.0	   38.4755
2.0	   38.6317
2.0	   38.8085
2.0	   39.0102
2.0	   39.1672
2.0	   39.3168
2.0	   39.4451
2.0	   39.7559
2.0	   39.9923
2.0	   40.2114
2.0	   40.3896
2.0	   40.9776
2.0	   41.0303
2.0	   41.0955
2.0	   41.2132
2.0	   41.3356
2.0	   41.5455
2.0	   41.6171
2.0	   41.7223
2.0	   41.9936
2.0	   42.1383
2.0	   42.3764
2.0	   42.5051
2.0	   42.8306
2.0	   42.8959
2.0	   43.0078
2.0	   43.1486
2.0	   43.3311
2.0	   43.4726
2.0	   43.6395
2.0	   43.8185
2.0	   43.9815
2.0	   44.1007
2.0	   44.2248
2.0	   44.2745
2.0	   44.4070
2.0	   44.4772
2.0	   44.6366
2.0	   44.7352
2.0	   45.0048
2.0	   45.1527
2.0	   45.1998
2.0	   45.2594
2.0	   45.2944
2.0	   45.3752
2.0	   45.4645
2.0	   45.8823
2.0	   46.7237
2.0	   47.1265
2.0	   47.2064
2.0	   47.2832
2.0	   47.3328
2.0	   47.4081
2.0	   47.4416
2.0	   47.4701
2.0	   47.5020
2.0	   47.6006
2.0	   47.6459
2.0	   47.7120
2.0	   47.7897
2.0	   47.8602
2.0	   47.9147
2.0	   47.9380
2.0	   47.9623
2.0	   48.0388
2.0	   48.1383
2.0	   48.1669
2.0	   48.1937
2.0	   48.2079
2.0	   48.3381
2.0	   48.4423
2.0	   48.4931
2.0	   48.5647
2.0	   48.7523
2.0	   48.8939
2.0	   49.0234
